name	replicate	replicate_full	rsid	hgnc	sample	type	PCR	prefix	Read_1_file	Read_2_file	bam
C2CD5	c1	C2CD5_0_23_c1	rs76639840	C2CD5	23	cDNA	NA	0_23_c1	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-0-23-c1_S161_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-0-23-c1_S161_L001_R2_001.fastq.gz	NA
C2CD5	c2	C2CD5_0_23_c2	rs76639840	C2CD5	23	cDNA	NA	0_23_c2	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-0-23-c2_S162_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-0-23-c2_S162_L001_R2_001.fastq.gz	NA
C2CD5	c3	C2CD5_0_23_c3	rs76639840	C2CD5	23	cDNA	NA	0_23_c3	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-0-23-c3_S163_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-0-23-c3_S163_L001_R2_001.fastq.gz	NA
C2CD5	c4	C2CD5_0_23_c4	rs76639840	C2CD5	23	cDNA	NA	0_23_c4	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-0-23-c4_S164_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-0-23-c4_S164_L001_R2_001.fastq.gz	NA
C2CD5	c5	C2CD5_0_23_c5	rs76639840	C2CD5	23	cDNA	NA	0_23_c5	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-0-23-c5_S165_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-0-23-c5_S165_L001_R2_001.fastq.gz	NA
C2CD5	c6	C2CD5_0_23_c6	rs76639840	C2CD5	23	cDNA	NA	0_23_c6	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-0-23-c6_S166_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-0-23-c6_S166_L001_R2_001.fastq.gz	NA
C2CD5	c7	C2CD5_0_23_c7	rs76639840	C2CD5	23	cDNA	NA	0_23_c7	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-0-23-c7_S167_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-0-23-c7_S167_L001_R2_001.fastq.gz	NA
C2CD5	c8	C2CD5_0_23_c8	rs76639840	C2CD5	23	cDNA	NA	0_23_c8	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-0-23-c8_S168_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-0-23-c8_S168_L001_R2_001.fastq.gz	NA
C2CD5	g1	C2CD5_0_23_g1	rs76639840	C2CD5	23	gDNA	NA	0_23_g1	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-0-23-g1_S157_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-0-23-g1_S157_L001_R2_001.fastq.gz	NA
C2CD5	g2	C2CD5_0_23_g2	rs76639840	C2CD5	23	gDNA	NA	0_23_g2	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-0-23-g2_S158_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-0-23-g2_S158_L001_R2_001.fastq.gz	NA
